# 波位导入文件使用说明
# ------------------------------------------------------------
# 格式规范:
#   方位角(°), 俯仰角(°), [驻留脉冲数(可选)]
#
# 解析规则:
#   1. 每行代表一个独立的波位
#   2. 数据列之间可以使用英文逗号(,)、空格( )或制表符(\t)分隔
#   3. 第三列(驻留脉冲数)是可选的，如果不填，系统会自动使用当前网页配置的“单波位脉冲数”
#   4. 以 "#" 开头的行会被当作注释自动忽略
#   5. 如果行首是中英文表头等无法解析为数字的内容，也会被自动忽略
#   6. 脉冲数可随意不均匀配置，系统会忠实还原您的任意定制
# ------------------------------------------------------------

# 39 波位示例 (13个方位角 x 3个俯仰角)，驻留脉冲全部设置为 128
# 扫描顺序: 固定方位角，俯仰 0 → 5 → 10 扫完后再换下一个方位角
-30, 0, 128
-30, 5, 128
-30, 10, 128
-25, 0, 128
-25, 5, 128
-25, 10, 128
-20, 0, 128
-20, 5, 128
-20, 10, 128
-15, 0, 128
-15, 5, 128
-15, 10, 128
-10, 0, 128
-10, 5, 128
-10, 10, 128
-5, 0, 128
-5, 5, 128
-5, 10, 128
0, 0, 128
0, 5, 128
0, 10, 128
5, 0, 128
5, 5, 128
5, 10, 128
10, 0, 128
10, 5, 128
10, 10, 128
15, 0, 128
15, 5, 128
15, 10, 128
20, 0, 128
20, 5, 128
20, 10, 128
25, 0, 128
25, 5, 128
25, 10, 128
30, 0, 128
30, 5, 128
30, 10, 128
