# 波位导入文件使用说明
# ------------------------------------------------------------
# 格式规范: 
#   方位角(°), 俯仰角(°), [驻留脉冲数(可选)]
#
# 解析规则:
#   1. 每行代表一个独立的波位
#   2. 数据列之间可以使用英文逗号(,)、空格( )或制表符(\t)分隔
#   3. 第三列(驻留脉冲数)是可选的，如果不填，系统会自动使用当前网页配置的“单波位脉冲数”
#   4. 以 "#" 开头的行会被当作注释自动忽略
#   5. 如果行首是中英文表头等无法解析为数字的内容，也会被自动忽略
#   6. 脉冲数可随意不均匀配置，系统会忠实还原您的任意定制
# ------------------------------------------------------------

# 下面是一个标准的 128 波位示例 (16个方位角 x 8个俯仰角)，驻留脉冲全部设置为 256
-37.5, -17.5, 256
-32.5, -17.5, 256
-27.5, -17.5, 256
-22.5, -17.5, 256
-17.5, -17.5, 256
-12.5, -17.5, 256
 -7.5, -17.5, 256
 -2.5, -17.5, 256
  2.5, -17.5, 256
  7.5, -17.5, 256
 12.5, -17.5, 256
 17.5, -17.5, 256
 22.5, -17.5, 256
 27.5, -17.5, 256
 32.5, -17.5, 256
 37.5, -17.5, 256
-37.5, -12.5, 256
-32.5, -12.5, 256
-27.5, -12.5, 256
-22.5, -12.5, 256
-17.5, -12.5, 256
-12.5, -12.5, 256
 -7.5, -12.5, 256
 -2.5, -12.5, 256
  2.5, -12.5, 256
  7.5, -12.5, 256
 12.5, -12.5, 256
 17.5, -12.5, 256
 22.5, -12.5, 256
 27.5, -12.5, 256
 32.5, -12.5, 256
 37.5, -12.5, 256
-37.5,  -7.5, 256
-32.5,  -7.5, 256
-27.5,  -7.5, 256
-22.5,  -7.5, 256
-17.5,  -7.5, 256
-12.5,  -7.5, 256
 -7.5,  -7.5, 256
 -2.5,  -7.5, 256
  2.5,  -7.5, 256
  7.5,  -7.5, 256
 12.5,  -7.5, 256
 17.5,  -7.5, 256
 22.5,  -7.5, 256
 27.5,  -7.5, 256
 32.5,  -7.5, 256
 37.5,  -7.5, 256
-37.5,  -2.5, 256
-32.5,  -2.5, 256
-27.5,  -2.5, 256
-22.5,  -2.5, 256
-17.5,  -2.5, 256
-12.5,  -2.5, 256
 -7.5,  -2.5, 256
 -2.5,  -2.5, 256
  2.5,  -2.5, 256
  7.5,  -2.5, 256
 12.5,  -2.5, 256
 17.5,  -2.5, 256
 22.5,  -2.5, 256
 27.5,  -2.5, 256
 32.5,  -2.5, 256
 37.5,  -2.5, 256
-37.5,   2.5, 256
-32.5,   2.5, 256
-27.5,   2.5, 256
-22.5,   2.5, 256
-17.5,   2.5, 256
-12.5,   2.5, 256
 -7.5,   2.5, 256
 -2.5,   2.5, 256
  2.5,   2.5, 256
  7.5,   2.5, 256
 12.5,   2.5, 256
 17.5,   2.5, 256
 22.5,   2.5, 256
 27.5,   2.5, 256
 32.5,   2.5, 256
 37.5,   2.5, 256
-37.5,   7.5, 256
-32.5,   7.5, 256
-27.5,   7.5, 256
-22.5,   7.5, 256
-17.5,   7.5, 256
-12.5,   7.5, 256
 -7.5,   7.5, 256
 -2.5,   7.5, 256
  2.5,   7.5, 256
  7.5,   7.5, 256
 12.5,   7.5, 256
 17.5,   7.5, 256
 22.5,   7.5, 256
 27.5,   7.5, 256
 32.5,   7.5, 256
 37.5,   7.5, 256
-37.5,  12.5, 256
-32.5,  12.5, 256
-27.5,  12.5, 256
-22.5,  12.5, 256
-17.5,  12.5, 256
-12.5,  12.5, 256
 -7.5,  12.5, 256
 -2.5,  12.5, 256
  2.5,  12.5, 256
  7.5,  12.5, 256
 12.5,  12.5, 256
 17.5,  12.5, 256
 22.5,  12.5, 256
 27.5,  12.5, 256
 32.5,  12.5, 256
 37.5,  12.5, 256
-37.5,  17.5, 256
-32.5,  17.5, 256
-27.5,  17.5, 256
-22.5,  17.5, 256
-17.5,  17.5, 256
-12.5,  17.5, 256
 -7.5,  17.5, 256
 -2.5,  17.5, 256
  2.5,  17.5, 256
  7.5,  17.5, 256
 12.5,  17.5, 256
 17.5,  17.5, 256
 22.5,  17.5, 256
 27.5,  17.5, 256
 32.5,  17.5, 256
 37.5,  17.5, 256
