# 波位导入文件使用说明
# ------------------------------------------------------------
# 格式规范:
#   方位角(°), 俯仰角(°), [驻留脉冲数(可选)]
#
# 解析规则:
#   1. 每行代表一个独立的波位
#   2. 数据列之间可以使用英文逗号(,)、空格( )或制表符(\t)分隔
#   3. 第三列(驻留脉冲数)是可选的，如果不填，系统会自动使用当前网页配置的“单波位脉冲数”
#   4. 以 "#" 开头的行会被当作注释自动忽略
#   5. 如果行首是中英文表头等无法解析为数字的内容，也会被自动忽略
#   6. 脉冲数可随意不均匀配置，系统会忠实还原您的任意定制
# ------------------------------------------------------------

# 39 波位示例 (13个方位角 x 3个俯仰角)，驻留脉冲全部设置为 256
# 扫描顺序: 固定方位角，俯仰 0 → 5 → 10 扫完后再换下一个方位角
-30, 0, 256
-30, 5, 256
-30, 10, 256
-25, 0, 256
-25, 5, 256
-25, 10, 256
-20, 0, 256
-20, 5, 256
-20, 10, 256
-15, 0, 256
-15, 5, 256
-15, 10, 256
-10, 0, 256
-10, 5, 256
-10, 10, 256
-5, 0, 256
-5, 5, 256
-5, 10, 256
0, 0, 256
0, 5, 256
0, 10, 256
5, 0, 256
5, 5, 256
5, 10, 256
10, 0, 256
10, 5, 256
10, 10, 256
15, 0, 256
15, 5, 256
15, 10, 256
20, 0, 256
20, 5, 256
20, 10, 256
25, 0, 256
25, 5, 256
25, 10, 256
30, 0, 256
30, 5, 256
30, 10, 256
